Drug,minimol_solubility_log_mol_L
O=C(Nc1ccc(C(=O)Nc2ccc(C(=O)Nc3ccc(S(=O)(=O)[O-])c4cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c34)cc2)cc1)Nc1ccc(C(=O)Nc2ccc(C(=O)Nc3ccc(S(=O)(=O)[O-])c4cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c34)cc2)cc1,-2.363853693008423
O=C(Nc1ccc(C(F)(F)F)c(Cl)c1)N1CCN(C[C@@H]2CCCN(C3CC3)C2)CC1,-2.5411503314971924
O=C(Nc1ccc(C(F)(F)F)cc1)N1C2CCC1CC(S(=O)(=O)c1ccccn1)C2,-6.611502647399902
O=C(Nc1ccc(C(F)(F)F)cc1)N1CCC(c2nc(-c3ccccn3)no2)CC1,-5.24082088470459
O=C(Nc1ccc(C(F)(F)F)cc1)N1CCN(C[C@@H]2CCCN(C3CC3)C2)CC1,-2.61725115776062
O=C(Nc1ccc(C(F)(F)F)cc1)N1[C@@H]2CC[C@@H]1CC(S(=O)(=O)c1ccccn1)C2,-6.6388750076293945
O=C(Nc1ccc(C(F)(F)F)cc1)N1[C@H]2CC[C@@H]1C[C@H](S(=O)(=O)c1ccccn1)C2,-6.611502647399902
O=C(Nc1ccc(C(F)(F)F)cc1)NS(=O)(=O)c1ccc(OCCCCN2CCCC2)cc1,-4.004868507385254
O=C(Nc1ccc(C(F)(F)F)cc1)NS(=O)(=O)c1ccc(OCCCCN2CCCCC2)cc1,-4.124053955078125
O=C(Nc1ccc(C(F)(F)F)cc1)NS(=O)(=O)c1ccc(OCCCN2CCCC2)cc1,-4.534865379333496
O=C(Nc1ccc(C(F)(F)F)cc1)NS(=O)(=O)c1ccc(OCCCN2CCCCC2)cc1,-4.193996906280518
O=C(Nc1ccc(C(F)(F)F)cc1)NS(=O)(=O)c1ccc(OCCN2CCCC2)cc1,-4.666936874389648
O=C(Nc1ccc(C(F)(F)F)cc1)NS(=O)(=O)c1ccc(OCCN2CCCCC2)cc1,-4.359889030456543
O=C(Nc1ccc(C(F)(F)F)cc1)c1cccn(Cc2ccc3c(c2)OC(F)(F)O3)c1=O,-6.7571635246276855
O=C(Nc1ccc(CCN2CCc3ccccc3C2)cc1)c1ccc([N+](=O)[O-])cc1,-6.610132217407227
O=C(Nc1ccc(CCN2CCc3ccccc3C2)cc1)c1ccccc1[N+](=O)[O-],-4.35462760925293
O=C(Nc1ccc(CCN2CCc3ccccc3C2)cc1)c1cnc2ccccc2c1,-6.032980918884277
O=C(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)[C@@H]1CCc2cccc(=O)n21,-4.109440803527832
O=C(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)[C@@H]1CCc2nccc(=O)n21,-2.997483253479004
O=C(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3cccnc3)N2)cc1)[C@@H]1CCc2ccnn21,-4.558485507965088
O=C(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3cccnc3)N2)cc1)[C@@H]1CCc2scnc21,-4.0565385818481445
O=C(Nc1ccc(Cc2ccncc2)cc1)c1ccc(S(=O)(=O)N2CCOCC2)cc1,-7.104853630065918
O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)C1CCCN(S(=O)(=O)c2cnc[nH]2)C1,-5.8389739990234375
O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)N1CCN(C[C@@H]2CCCN(C3CC3)C2)CC1,-2.745007038116455
O=C(Nc1ccc(Cl)c(Cl)c1)N1CCC(N2CCCCC2)CC1,-3.1902427673339844
O=C(Nc1ccc(Cl)c(Cl)c1)N1CCN(C(=O)[C@H]2CN(C3CC3)CCN2)CC1,-4.795604705810547
O=C(Nc1ccc(Cl)c(Cl)c1)N1CCN(CC2CCCNC2)CC1,-2.7593531608581543
O=C(Nc1ccc(Cl)c(Cl)c1)N1CCN(C[C@@H]2CCCN(C3CC3)C2)CC1,-2.5891294479370117
O=C(Nc1ccc(Cl)c(Cl)c1)N1CCN(C[C@@H]2CCCN(CC3CC3)C2)CC1,-3.243637800216675
O=C(Nc1ccc(Cl)c(Cl)c1)N1CCN(C[C@@H]2CCCN(CCCc3ccccc3)C2)CC1,-5.899291038513184
O=C(Nc1ccc(Cl)c(Cl)c1)N1CCN(C[C@@H]2CCCN(CCc3ccccc3)C2)CC1,-5.326099395751953
O=C(Nc1ccc(Cl)c(Cl)c1)N1CCN(C[C@@H]2CCCN(Cc3ccccc3)C2)CC1,-4.937460899353027
O=C(Nc1ccc(Cl)c(Cl)c1)N1CCN(C[C@H]2CN(C3CC3)CCO2)CC1,-3.025334119796753
O=C(Nc1ccc(Cl)c(Cl)c1)c1cc(Cl)cc(Cl)c1O,-5.709722518920898
O=C(Nc1ccc(Cl)cc1)C1CCN(C(=O)NC2CCCCC2)CC1,-5.739658355712891
O=C(Nc1ccc(Cl)cc1)N1CCN(C[C@@H]2CCCN(C3CC3)C2)CC1,-3.530076265335083
O=C(Nc1ccc(Cl)cc1)N1CCc2[nH]c3ccccc3c2C1,-5.21915340423584
O=C(Nc1ccc(Cl)cc1)NC1CCCCC1,-4.793808460235596
O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1,-7.251543045043945
O=C(Nc1ccc(Cl)cc1)Nc1nc(-c2sccc2Br)cs1,-8.12069034576416
O=C(Nc1ccc(Cl)cc1)Nc1nccs1,-6.3935956954956055
O=C(Nc1ccc(Cl)cc1)OC(CN1CCCCC1)C(F)(F)F,-2.719874143600464
O=C(Nc1ccc(Cl)cc1)OCCn1nnnc1C(c1ccccc1Cl)N1CCOCC1,-3.7138583660125732
O=C(Nc1ccc(Cl)cc1)OCc1cc(-c2ccccc2)on1,-6.67716121673584
O=C(Nc1ccc(Cl)cc1)OCc1cc(-c2ccccc2Cl)on1,-7.712845802307129
O=C(Nc1ccc(Cl)cc1)OCc1cn(-c2ccc(Cl)cc2)nn1,-6.141414165496826
O=C(Nc1ccc(Cl)cc1)c1cnc(-c2ccccc2)nc1-c1ccccc1,-7.936342239379883
O=C(Nc1ccc(Cl)cc1)c1csc([N+](=O)[O-])c1,-7.367498397827148
O=C(Nc1ccc(Cl)cc1C(=O)c1ccccc1)c1ccco1,-7.087454795837402
O=C(Nc1ccc(Cl)cc1C(=O)c1ccccc1Cl)c1ccco1,-7.504958152770996
O=C(Nc1ccc(Cl)cc1C(F)(F)F)c1ccc(Cl)cc1,-5.800088882446289
O=C(Nc1ccc(Cl)cc1CO)NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,-2.025223731994629
O=C(Nc1ccc(Cl)cc1Cl)c1cccc(N2C(=O)C=CC2=O)c1,-5.410475254058838
O=C(Nc1ccc(Cl)cn1)C1CN(CC(F)F)CC1C(=O)Nc1ccc(-n2ccccc2=O)cc1F,-3.9829752445220947
O=C(Nc1ccc(Cl)cn1)[C@H](CN1CC(O)C1)Oc1ncnc2c1cnn2-c1ccccc1Cl,-2.1193528175354004
O=C(Nc1ccc(Cl)cn1)[C@H](CN1CC(O)C1)Oc1ncnc2c1cnn2-c1ncccc1Cl,-2.466823101043701
O=C(Nc1ccc(Cl)cn1)[C@H](COCCO)Oc1ncnc2c1cnn2-c1ccccc1Cl,-2.305887460708618
O=C(Nc1ccc(Cl)cn1)[C@H](COCCO)Oc1ncnc2c1cnn2-c1ncccc1Cl,-3.297463893890381
O=C(Nc1ccc(Cl)cn1)[C@H]1CN(CC(F)F)C[C@@H]1C(=O)Nc1ccc(-n2ccccc2=O)cc1F,-3.9829752445220947
O=C(Nc1ccc(F)c(C(F)(F)F)c1)Nc1nnc(-c2ccncc2)s1,-6.913865089416504
O=C(Nc1ccc(F)c(Cl)c1)N1CCN(C[C@@H]2CCCN(C3CC3)C2)CC1,-2.517536163330078
O=C(Nc1ccc(F)cc1)N1CC2CC(C1)c1cccc(=O)n1C2,-2.8839213848114014
O=C(Nc1ccc(F)cc1)Nc1ccc(F)cc1,-5.839241027832031
O=C(Nc1ccc(F)cc1)Nc1cccc(O)c1,-4.785357475280762
O=C(Nc1ccc(F)cc1)Nc1nnc(-c2ccncc2)s1,-7.566047668457031
O=C(Nc1ccc(F)cc1)c1cc(S(=O)(=O)N2CCCCC2)cs1,-8.009334564208984
O=C(Nc1ccc(F)cc1)c1ccc(-n2ccnc2)nc1,-4.097141265869141
O=C(Nc1ccc(F)cc1)c1cnc(-c2ccccc2)nc1-c1ccccc1,-7.188634872436523
O=C(Nc1ccc(F)cc1)c1csc([N+](=O)[O-])c1,-6.219022750854492
O=C(Nc1ccc(F)cc1Cl)c1ccc2c(=O)n3c(nc2c1)CCCCC3,-5.327641010284424
O=C(Nc1ccc(F)cc1F)c1cccn1-c1ncc(C(F)(F)F)cc1Cl,-5.587148666381836
O=C(Nc1ccc(F)cc1F)c1cccnc1Oc1cccc(C(F)(F)F)c1,-6.257814407348633
O=C(Nc1ccc(F)cn1)[C@H](CN1CC(O)C1)Oc1ncnc2c1cnn2-c1c(Cl)cccc1Cl,-2.620511770248413
O=C(Nc1ccc(F)cn1)[C@H](CN1CC(O)C1)Oc1ncnc2c1cnn2-c1c(F)cccc1Cl,-2.835599899291992
O=C(Nc1ccc(F)cn1)[C@H](CN1CC(O)C1)Oc1ncnc2c1cnn2-c1ccccc1Cl,-2.960811138153076
O=C(Nc1ccc(F)cn1)[C@H](CN1CC(O)C1)Oc1ncnc2c1cnn2-c1ncccc1Cl,-3.1699295043945312
O=C(Nc1ccc(F)cn1)[C@H](COCCO)Oc1ncnc2c1cnn2-c1c(Cl)cccc1Cl,-3.090662956237793
O=C(Nc1ccc(F)cn1)[C@H](COCCO)Oc1ncnc2c1cnn2-c1c(F)cccc1Cl,-3.468073844909668
O=C(Nc1ccc(F)cn1)[C@H](COCCO)Oc1ncnc2c1cnn2-c1ccccc1Cl,-3.478769063949585
O=C(Nc1ccc(N2CCCCC2)cc1)c1cncc(Br)c1,-4.766965866088867
O=C(Nc1ccc(N=Nc2ccccc2)cc1)c1ccc(Cl)cc1Cl,-8.57459545135498
O=C(Nc1ccc(Nc2ccc3c(c2)C(=O)c2ccccc2C3=O)c2c1C(=O)c1ccccc1C2=O)c1ccccc1,-7.994961738586426
O=C(Nc1ccc(O)cc1)C(Cl)(Cl)Cl,-3.6692090034484863
O=C(Nc1ccc(O)cc1)N1CCOCC1,-2.4196360111236572
O=C(Nc1ccc(O)cc1)c1ccc(Cl)cc1,-5.164362907409668
O=C(Nc1ccc(O)cc1OC[C@@H](O)CN1CCC2(CC1)Cc1cc(Cl)ccc1O2)NC1CC1,-3.596313714981079
O=C(Nc1ccc(O)cc1OC[C@@H](O)CN1CCC2(CC1)Cc1cc(F)ccc1O2)NC1CC1,-3.3855865001678467
O=C(Nc1ccc(OC(=O)c2cccnc2)cc1)c1cccnc1,-6.247807025909424
O=C(Nc1ccc(OC(F)(F)F)cc1)c1n[nH]c(Cn2cncn2)n1,-3.9062721729278564
O=C(Nc1ccc(OC(F)(F)F)cc1)c1sccc1NCc1ccnc2ccccc12,-5.3234710693359375
O=C(Nc1ccc(OC2(C(=O)O)CC2)cc1F)C(C1CCCCC1)n1c(-c2ccc(Cl)cc2)nc2cc(F)c(F)cc21,-5.210091590881348
O=C(Nc1ccc(OC2(C(=O)O)CC2)cc1F)[C@H](C1CCCCC1)n1c(-c2ccc(Cl)cc2)nc2cc(F)c(F)cc21,-5.210091590881348
O=C(Nc1ccc(Oc2ccccc2)cc1)C1CCN(c2c3c(nc4ncnn24)CCC3)CC1,-7.13584041595459
O=C(Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1)c1cccn(-c2ccc(F)cc2)c1=O,-6.310821533203125
O=C(Nc1ccc(S(=O)(=O)N2CCCC2)cc1)c1ccc(CN2CCOCC2)cc1,-4.499273777008057
O=C(Nc1ccc(S(=O)(=O)N2CCCCC2)cc1)c1ccc(CN2CCc3ccccc3C2)cc1,-4.711005210876465
O=C(Nc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1ccc(CN2CCc3ccccc3C2)cc1,-4.014482021331787
O=C(Nc1ccc(S(=O)(=O)Nc2ccccc2C(=O)c2ccc(F)cn2)cc1)OCC1CCCO1,-5.9816741943359375
O=C(Nc1ccc(S(=O)(=O)Nc2ccccc2C(=O)c2ccccc2)cc1)OCC1CCCO1,-5.404582977294922
O=C(Nc1ccc([As](=O)(O)O)cc1)Nc1cccc(Cl)c1Cl,-2.2674360275268555
O=C(Nc1ccc([N+](=O)[O-])cc1)/C(=C/c1cccc([N+](=O)[O-])c1)NC(=O)C1CCCCC1,-6.490338325500488
O=C(Nc1ccc([N+](=O)[O-])cc1)c1csc([N+](=O)[O-])c1,-5.943718433380127
O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,-5.745275497436523
O=C(Nc1ccc2c(c1)Cc1ccccc1-2)[C@@H]1[C@H](C(=O)O)[C@]2(Cl)C(Cl)=C(Cl)[C@@]1(Cl)C2(Cl)Cl,-4.870423316955566
O=C(Nc1ccc2c(c1)Cc1ccccc1-2)c1ccccc1,-6.926362991333008
O=C(Nc1ccc2c(c1)OCCO2)C1CCN(C(=O)c2ccccc2)CC1,-4.844009876251221
O=C(Nc1ccc2c(c1)OCCO2)c1cc2sccc2n1Cc1ccc(F)cc1,-7.332942962646484
O=C(Nc1ccc2c(c1)OCCO2)c1cc2sccc2n1Cc1ccccc1,-7.064255714416504
O=C(Nc1ccc2c(c1)OCCO2)c1cccc2nc3ccccc3nc12,-4.658991813659668
O=C(Nc1ccc2c(c1)OCO2)c1ccc[n+]([O-])c1,-3.560899019241333
O=C(Nc1ccc2c(c1)nc1n2CCN(C2CCCCC2)C1)NC1CCCCC1,-3.298705577850342
O=C(Nc1ccc2ccccc2c1)[C@@H]1C[C@H]1[C@@H](NP(=O)(c1ccccc1)c1ccccc1)c1ccccc1,-7.406264305114746
O=C(Nc1ccc2ccccc2c1)[C@H]1C[C@@H]1[C@H](NP(=O)(c1ccccc1)c1ccccc1)c1ccccc1,-7.406264305114746
O=C(Nc1ccc2ccccc2c1)c1onc2c1CCCC2,-6.017399787902832
O=C(Nc1ccc2nc(-c3ccc(Br)o3)[nH]c2c1)c1ccco1,-5.710328102111816
O=C(Nc1ccc2nc(SCc3ccc(Cl)cc3)sc2c1)c1ccccc1C(=O)N1CCOCC1,-5.791240692138672
O=C(Nc1ccc2ncccc2c1)Nc1ccc2ncccc2c1,-5.421954154968262
O=C(Nc1ccc2ncccc2c1)c1ccccc1,-4.601164817810059
O=C(Nc1ccc2oc(-c3ccccc3F)nc2c1)c1ccc2c(c1)OCCO2,-6.132669448852539
O=C(Nc1ccc2oc(=O)c(C(=O)O)cc2c1)Oc1ccccc1,-5.233335018157959
O=C(Nc1ccc2oc(=O)ccc2c1)c1cccnc1Cl,-3.544710874557495
O=C(Nc1cccc(-c2cn3cccnc3n2)c1)c1ccco1,-3.0849063396453857
O=C(Nc1cccc(-c2cnc3ccccc3n2)c1)c1ccc(Cl)cc1,-5.739736557006836
O=C(Nc1cccc(-c2nc3ccccc3[nH]2)c1)c1cc(Cl)cc(Cl)c1,-5.432313919067383
O=C(Nc1cccc(-c2nc3ccccc3s2)c1)c1ccc2c(c1)OCO2,-5.5927276611328125
O=C(Nc1cccc(-c2nc3ncccc3o2)c1)c1sc2cc(Cl)ccc2c1Cl,-5.909394264221191
O=C(Nc1cccc(-c2nc3ncccc3o2)c1)c1sc2ccccc2c1Cl,-5.807788848876953
O=C(Nc1cccc(Br)c1)/C(=C\c1cccnc1)NC(=O)c1ccco1,-5.407452583312988
O=C(Nc1cccc(Br)c1)c1cccc(S(=O)(=O)N2CCCCCC2)c1,-6.916632652282715
O=C(Nc1cccc(Br)c1)c1csc([N+](=O)[O-])c1,-6.2901153564453125
O=C(Nc1cccc(C(=O)N2CCOCC2)c1)c1ccccc1,-3.0003557205200195
O=C(Nc1cccc(C(=O)Nc2ccc(S(=O)(=O)[O-])c3cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c23)c1)Nc1cccc(C(=O)Nc2ccc(S(=O)(=O)[O-])c3cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c23)c1,-1.7928028106689453
O=C(Nc1cccc(C(=O)Nc2ccc(S(=O)(=O)[O-])c3cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c23)c1)Nc1cccc(C(=O)Nc2ccc(S(=O)(=O)[O-])c3cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c23)c1.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],-0.48549699783325195
O=C(Nc1cccc(C(F)(F)F)c1)C1CCCN(S(=O)(=O)c2cnc[nH]2)C1,-5.890552520751953
O=C(Nc1cccc(C(F)(F)F)c1)C1CCCN1S(=O)(=O)c1cccc2cccnc12,-6.137001037597656
O=C(Nc1cccc(C(F)(F)F)c1)N(Cc1ccc(Cl)cc1)CC(O)C(F)(F)F,-6.188300132751465
O=C(Nc1cccc(C(F)(F)F)c1)N1CCN(C[C@@H]2CCCN(C3CC3)C2)CC1,-2.4602742195129395
O=C(Nc1cccc(C(F)(F)F)c1)NS(=O)(=O)c1ccc(OCCCN2CCCC2)cc1,-3.8817903995513916
O=C(Nc1cccc(C(F)(F)F)c1)Nc1ccc(Br)cc1-c1nnn[nH]1,-6.183194637298584
O=C(Nc1cccc(C(F)(F)F)c1)c1ccc(Cn2cc(Br)cn2)o1,-5.951462745666504
O=C(Nc1cccc(C(F)(F)F)c1)c1cccn(Cc2ccc3c(c2)OC(F)(F)O3)c1=O,-5.942882537841797
O=C(Nc1cccc(C(F)(F)F)c1)c1n[nH]c(Cn2cncn2)n1,-4.3393473625183105
O=C(Nc1cccc(C(F)(F)F)c1)n1ccc2cc(Oc3ncnc4c3CCNC4)ccc21,-4.627840995788574
O=C(Nc1cccc(C(F)(F)F)c1)n1ccc2cc(Oc3ncnc4c3CNC4)ccc21,-4.666749954223633
O=C(Nc1cccc(Cl)c1)C(F)(F)F,-3.6377270221710205
O=C(Nc1cccc(Cl)c1)N1CCN(C[C@@H]2CCCN(C3CC3)C2)CC1,-2.757134437561035
O=C(Nc1cccc(Cl)c1)N1CCN2C(=O)c3ccccc3C12c1ccccc1,-5.204729080200195
O=C(Nc1cccc(Cl)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1,-6.2826642990112305
O=C(Nc1cccc(Cl)c1)Nn1cnnc1,-2.775193929672241
O=C(Nc1cccc(Cl)c1)OCc1cn(-c2ccc(Cl)cc2)nn1,-5.895503997802734
O=C(Nc1cccc(Cl)c1)c1csc([N+](=O)[O-])c1,-6.862488746643066
O=C(Nc1cccc(Cl)c1Cl)c1snnc1-c1ccccc1,-5.192534446716309
O=C(Nc1cccc(Cl)c1N1CCCC1)c1cccc(-c2cc3ccccc3oc2=O)c1,-5.397211074829102
O=C(Nc1cccc(F)c1)/C(=C\c1ccco1)NC(=O)c1cccs1,-6.390829086303711
O=C(Nc1cccc(F)c1)N1CC2(CCN(C(=O)Oc3ccccc3)CC2)C1,-3.789424419403076
O=C(Nc1cccc(F)c1)N1CC2(CCN(C(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)CC2)C1,-3.616908311843872
O=C(Nc1cccc(F)c1)N1CC2(CCN(C(=O)c3cccc(F)c3)CC2)C1,-1.605827808380127
O=C(Nc1cccc(F)c1)N1CC2(CCN(C(=O)c3ccco3)CC2)C1,-3.9909439086914062
O=C(Nc1cccc(F)c1)N1CC2(CCN(C(=O)c3ccncc3)CC2)C1,-2.7532777786254883
O=C(Nc1cccc(F)c1)N1CC2(CCN(C(=O)c3cnccn3)CC2)C1,-3.158642292022705
O=C(Nc1cccc(F)c1)N1CC2(CCN(C(=O)c3csnn3)CC2)C1,-4.012292861938477
O=C(Nc1cccc(F)c1)N1CC2(CCN(S(=O)(=O)c3ccccc3)CC2)C1,-3.3455944061279297
O=C(Nc1cccc(F)c1)N1CC2(CCNCC2)C1,-2.9427173137664795
O=C(Nc1cccc(F)c1)N1CCC2(CC1)CCN(C(=O)Oc1ccccc1)CC2,-4.203841209411621
O=C(Nc1cccc(F)c1)N1CCC2(CC1)CCN(C(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)CC2,-3.656689167022705
O=C(Nc1cccc(F)c1)N1CCC2(CC1)CCN(C(=O)c1cccc(F)c1)CC2,-2.6017961502075195
O=C(Nc1cccc(F)c1)N1CCC2(CC1)CCN(C(=O)c1ccco1)CC2,-3.7213292121887207
O=C(Nc1cccc(F)c1)N1CCC2(CC1)CCN(C(=O)c1ccncc1)CC2,-2.6739532947540283
O=C(Nc1cccc(F)c1)N1CCC2(CC1)CCN(C(=O)c1cnccn1)CC2,-3.138962745666504
O=C(Nc1cccc(F)c1)N1CCC2(CC1)CCN(C(=O)c1csnn1)CC2,-4.132718563079834
O=C(Nc1cccc(F)c1)N1CCC2(CC1)CCN(S(=O)(=O)c1ccccc1)CC2,-4.314211845397949
O=C(Nc1cccc(F)c1)N1CCC2(CCNCC2)CC1,-2.716057062149048
O=C(Nc1cccc(F)c1)N1CCCC2(CCN(C(=O)Oc3ccccc3)CC2)C1,-4.106678009033203
O=C(Nc1cccc(F)c1)N1CCCC2(CCN(C(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)CC2)C1,-3.5515940189361572
O=C(Nc1cccc(F)c1)N1CCCC2(CCN(C(=O)c3cccc(F)c3)CC2)C1,-2.7983551025390625
O=C(Nc1cccc(F)c1)N1CCCC2(CCN(C(=O)c3ccco3)CC2)C1,-3.6096925735473633
O=C(Nc1cccc(F)c1)N1CCCC2(CCN(C(=O)c3ccncc3)CC2)C1,-3.0410969257354736
O=C(Nc1cccc(F)c1)N1CCCC2(CCN(C(=O)c3cnccn3)CC2)C1,-3.138576030731201
O=C(Nc1cccc(F)c1)N1CCCC2(CCN(C(=O)c3csnn3)CC2)C1,-3.6860227584838867
O=C(Nc1cccc(F)c1)N1CCCC2(CCN(S(=O)(=O)c3ccccc3)CC2)C1,-4.454174995422363
O=C(Nc1cccc(F)c1)N1CCCC2(CCNCC2)C1,-2.6747241020202637
O=C(Nc1cccc(F)c1)N1CC[C@@]2(CCCN(C(=O)Oc3ccccc3)C2)C1,-3.1226906776428223
O=C(Nc1cccc(F)c1)N1CC[C@@]2(CCCN(C(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)C2)C1,-3.0500991344451904
O=C(Nc1cccc(F)c1)N1CC[C@@]2(CCCN(C(=O)c3cccc(F)c3)C2)C1,-1.2545220851898193
O=C(Nc1cccc(F)c1)N1CC[C@@]2(CCCN(C(=O)c3ccco3)C2)C1,-2.240363121032715
O=C(Nc1cccc(F)c1)N1CC[C@@]2(CCCN(C(=O)c3ccncc3)C2)C1,-1.8249351978302002
O=C(Nc1cccc(F)c1)N1CC[C@@]2(CCCN(C(=O)c3cnccn3)C2)C1,-1.9010257720947266
O=C(Nc1cccc(F)c1)N1CC[C@@]2(CCCN(C(=O)c3csnn3)C2)C1,-2.268195629119873
O=C(Nc1cccc(F)c1)N1CC[C@@]2(CCCN(S(=O)(=O)c3ccccc3)C2)C1,-3.7167952060699463
O=C(Nc1cccc(F)c1)N1CC[C@@]2(CCCNC2)C1,-2.2409939765930176
O=C(Nc1cccc(F)c1)N1N=C(c2ccc(Br)cc2)CC1c1ccc(F)cc1,-6.604615211486816
O=C(Nc1cccc(F)c1)Nc1ccccn1,-4.807698726654053
O=C(Nc1cccc(F)c1)c1cnccn1,-3.2521705627441406
O=C(Nc1cccc(F)c1)c1csc([N+](=O)[O-])c1,-5.921558380126953
O=C(Nc1cccc(N2CCN(CCCCNS(=O)(=O)CC3CCCCC3)CC2)c1)C1CC1,-3.773008346557617
O=C(Nc1cccc(NC(=O)N2CCN(c3ccccc3)CC2)c1)N1CCN(c2ccccc2)CC1,-4.9222259521484375
O=C(Nc1cccc(NC(=O)c2ccc(-c3cccc(Br)c3)o2)c1)c1ccco1,-4.410437107086182
O=C(Nc1cccc(NC(=O)c2ccccc2[N+](=O)[O-])n1)c1ccccc1[N+](=O)[O-],-5.734499931335449
O=C(Nc1cccc(Nc2ncc(Br)c(NCCc3c[nH]cn3)n2)c1)N1CCCC1,-3.5766725540161133
O=C(Nc1cccc(OC(=O)c2cccnc2)c1)c1cccnc1,-4.370389461517334
O=C(Nc1cccc(OC(=O)c2ccco2)c1)c1ccco1,-4.642515182495117
O=C(Nc1cccc([C@@H](c2ccc(C(=O)N3CCC3)cc2)N2CCN(Cc3ccc(F)cc3)CC2)c1)C1CC1,-4.487332344055176
O=C(Nc1cccc([N+](=O)[O-])c1)c1ccc(CSc2ccccc2)cc1,-5.853635787963867
O=C(Nc1cccc([N+](=O)[O-])c1)c1csc([N+](=O)[O-])c1,-5.388739585876465
O=C(Nc1cccc2[nH]ncc12)c1ccc(F)cc1,-5.947815895080566
O=C(Nc1cccc2c(=O)c3c(ccc4c5cc(NC(=O)c6ccccc6)c6c(=O)c7ccccc7c(=O)c6c5[nH]c43)c(=O)c12)c1ccccc1,-6.941949844360352
O=C(Nc1cccc2c(=O)cc(-c3nn[nH]n3)oc12)c1ccc(OCCCCc2ccccc2)cc1,-6.160414218902588
O=C(Nc1cccc2c1C(=O)c1cccc(Cl)c1C2=O)c1ccccc1,-7.004530906677246
O=C(Nc1cccc2ccccc12)/C(=C/c1ccc([N+](=O)[O-])cc1)NC(=O)c1ccccc1,-5.774184703826904
O=C(Nc1cccc2ccccc12)NS(=O)(=O)c1ccc(OCCCN2CCCC2)cc1,-2.9572370052337646
O=C(Nc1cccc2ccccc12)c1ccccc1,-5.832110404968262
O=C(Nc1cccc2ccccc12)c1cn(-c2ccccc2)nc1-c1cccs1,-6.915460586547852
O=C(Nc1cccc2ccccc12)c1nn(C23CC4CC(CC(C4)C2)C3)cc1Br,-8.89041805267334
O=C(Nc1cccc2cccnc12)[C@H]1[C@@H]2CC[C@@H](O2)[C@@H]1C(=O)O,-2.4721298217773438
O=C(Nc1cccc2ncccc12)c1ccc(-c2ccc(Br)cc2)o1,-5.099623680114746
O=C(Nc1cccc2ncccc12)c1cccc(F)c1,-4.863993167877197
O=C(Nc1cccc2nsnc12)c1ccc(-c2cccc(Cl)c2)o1,-6.889749526977539
O=C(Nc1ccccc1)/C(=C\c1ccc2c(c1)OCO2)NC(=O)c1ccco1,-5.96946907043457
O=C(Nc1ccccc1)/C(=C\c1ccncc1)NC(=O)c1ccccc1,-5.18911600112915
O=C(Nc1ccccc1)C(Cc1ccccc1)NC(=O)C12CC3CC(CC(C3)C1)C2,-5.608602523803711
O=C(Nc1ccccc1)C1CCN(C(=O)CCl)CC1,-1.9273525476455688
O=C(Nc1ccccc1)C1CO1,-1.6989425420761108
O=C(Nc1ccccc1)N(Cc1ccccc1)CC(O)C(F)(F)F,-3.4205288887023926
O=C(Nc1ccccc1)N(c1ccc(Br)cc1)C1CCN(C2CCCC2)CC1,-3.231233596801758
O=C(Nc1ccccc1)N1CC2(CCN(C(=O)Oc3ccccc3)CC2)C1,-4.295207977294922
O=C(Nc1ccccc1)N1CC2(CCN(C(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)CC2)C1,-4.078667640686035
O=C(Nc1ccccc1)N1CC2(CCN(C(=O)c3cccc(F)c3)CC2)C1,-2.7609989643096924
O=C(Nc1ccccc1)N1CC2(CCN(C(=O)c3ccco3)CC2)C1,-3.8699655532836914
O=C(Nc1ccccc1)N1CC2(CCN(C(=O)c3ccncc3)CC2)C1,-2.858067750930786
O=C(Nc1ccccc1)N1CC2(CCN(C(=O)c3cnccn3)CC2)C1,-2.7767844200134277
